kode_kecamatan,kode_kabupaten,kode_provinsi,name
01,07,81,Pulau-Pulau Aru
02,07,81,Aru Selatan
03,07,81,Aru Tengah
04,07,81,Aru Utara
05,07,81,Aru Utara Timur Batuley
06,07,81,Sir-Sir
07,07,81,Aru Tengah Timur
08,07,81,Aru Tengah Selatan
09,07,81,Aru Selatan Timur
10,07,81,Aru Selatan Utara
01,08,81,Moa (Moa Lakor)
02,08,81,Damer
03,08,81,Mdona Hyera (Mndona Hiera)
04,08,81,Babar Barat (Pulau Pulau Babar)
05,08,81,Pulau-pulau Babar Timur
06,08,81,Wetar Selatan
07,08,81,Kisar Selatan (Pulau Pulau Terselatan)
08,08,81,Pulau Leti (Letti Moa Lakor)
09,08,81,Pulau Masela
10,08,81,Dawelor Dawera
11,08,81,Pulau Wetang
12,08,81,Pulau Lakor
13,08,81,Wetar Utara
14,08,81,Wetar Barat
15,08,81,Wetar Timur
16,08,81,Kepulauan Roma (Romang)
17,08,81,Kisar Utara
01,09,81,Namrole
02,09,81,Waesama
03,09,81,Ambalau
04,09,81,Kepala Madan
05,09,81,Leksula
06,09,81,Fena Fafan
01,71,81,Nusaniwe (Nusanive)
02,71,81,Sirimau
03,71,81,Baguala
04,71,81,Teluk Ambon
05,71,81,Leitimur Selatan
01,72,81,Pulau Dullah Utara
02,72,81,Pulau Dullah Selatan
03,72,81,Tayando Tam
04,72,81,Pulau-Pulau Kur
05,72,81,Kur Selatan
01,01,82,Jailolo
02,01,82,Loloda
03,01,82,Ibu
04,01,82,Sahu
05,01,82,Jailolo Selatan
07,01,82,Ibu Utara
08,01,82,Ibu Selatan
09,01,82,Sahu Timur
10,01,82,Loloda Tengah
01,02,82,Weda
02,02,82,Patani
03,02,82,Pulau Gebe
04,02,82,Weda Utara
05,02,82,Weda Selatan
06,02,82,Patani Utara
07,02,82,Weda Tengah
08,02,82,Patani Barat
09,02,82,Weda Timur
10,02,82,Patani Timur
04,03,82,Galela
05,03,82,Tobelo
06,03,82,Tobelo Selatan
07,03,82,Kao
08,03,82,Malifut
09,03,82,Loloda Utara
10,03,82,Tobelo Utara
11,03,82,Tobelo Tengah
12,03,82,Tobelo Timur
13,03,82,Tobelo Barat
14,03,82,Galela Barat
15,03,82,Galela Utara
16,03,82,Galela Selatan
19,03,82,Loloda Kepulauan
20,03,82,Kao Utara
21,03,82,Kao Barat
22,03,82,Kao Teluk
01,04,82,Pulau Makian
02,04,82,Kayoa
03,04,82,Gane Timur
04,04,82,Gane Barat
05,04,82,Obi Selatan
06,04,82,Obi
07,04,82,Bacan Timur
08,04,82,Bacan
09,04,82,Bacan Barat
10,04,82,Makian Barat
11,04,82,Kayoa Barat
12,04,82,Kayoa Selatan
13,04,82,Kayoa Utara
14,04,82,Bacan Barat Utara
15,04,82,Kasiruta Barat
16,04,82,Kasiruta Timur
17,04,82,Bacan Selatan
18,04,82,Kepulauan Botanglomang
19,04,82,Mandioli Selatan
20,04,82,Mandioli Utara
21,04,82,Bacan Timur Selatan
22,04,82,Bacan Timur Tengah
23,04,82,Gane Barat Selatan
24,04,82,Gane Barat Utara
25,04,82,Kepulauan Joronga
26,04,82,Gane Timur Selatan
27,04,82,Gane Timur Tengah
28,04,82,Obi Barat
29,04,82,Obi Timur
30,04,82,Obi Utara
01,05,82,Mangoli Timur
02,05,82,Sanana
03,05,82,Sulabesi Barat
06,05,82,Mangoli Barat
07,05,82,Sulabesi Tengah
08,05,82,Sulabesi Timur
09,05,82,Sulabesi Selatan
10,05,82,Mangoli Utara Timur
11,05,82,Mangoli Tengah
12,05,82,Mangoli Selatan
13,05,82,Mangoli Utara
18,05,82,Sanana Utara
01,06,82,Wasile
02,06,82,Maba
03,06,82,Maba Selatan
04,06,82,Wasile Selatan
05,06,82,Wasile Tengah
06,06,82,Wasile Utara
07,06,82,Wasile Timur
08,06,82,Maba Tengah
09,06,82,Maba Utara
10,06,82,Kota Maba
01,07,82,Morotai Selatan
02,07,82,Morotai Selatan Barat
03,07,82,Morotai Jaya
04,07,82,Morotai Utara
05,07,82,Morotai Timur
06,07,82,Pulau Rao
01,08,82,Taliabu Barat
02,08,82,Taliabu Barat Laut
03,08,82,Lede
04,08,82,Taliabu Utara
05,08,82,Taliabu Timur
06,08,82,Taliabu Timur Selatan
07,08,82,Taliabu Selatan
08,08,82,Tabona
01,71,82,Pulau Ternate
02,71,82,Kota Ternate Selatan
03,71,82,Kota Ternate Utara
04,71,82,Moti
05,71,82,Pulau Batang Dua
06,71,82,Kota Ternate Tengah
07,71,82,Pulau Hiri
08,71,82,Ternate Barat
01,72,82,Tidore
02,72,82,Oba Utara
03,72,82,Oba
04,72,82,Tidore Selatan
05,72,82,Tidore Utara
06,72,82,Oba Tengah
07,72,82,Oba Selatan
08,72,82,Tidore Timur
01,03,91,Sentani
02,03,91,Sentani Timur
03,03,91,Depapre
04,03,91,Sentani Barat
05,03,91,Kemtuk
06,03,91,Kemtuk Gresi
07,03,91,Nimboran
08,03,91,Nimbokrang
09,03,91,Unurum Guay
10,03,91,Demta
11,03,91,Kaureh
12,03,91,Ebungfao (Ebungfau / Ebungfa)
13,03,91,Waibu
14,03,91,Nambluong
15,03,91,Yapsi
16,03,91,Airu
17,03,91,Raveni Rara (Ravenirara)
18,03,91,Gresi Selatan
19,03,91,Yokari
01,05,91,Yapen Selatan
02,05,91,Yapen Barat
03,05,91,Yapen Timur
04,05,91,Angkaisera
05,05,91,Poom
06,05,91,Kosiwo
07,05,91,Yapen Utara
08,05,91,Raimbawi
09,05,91,Teluk Ampimoi
10,05,91,Kepulauan Ambai
11,05,91,Wonawa
12,05,91,Windesi
13,05,91,Pulau Kurudu
14,05,91,Pulau Yerui
15,05,91,Anotaurei
16,05,91,Yawakukat
17,05,91,Nusawani
01,06,91,Biak Kota
02,06,91,Biak Utara
03,06,91,Biak Timur
04,06,91,Numfor Barat
05,06,91,Numfor Timur
08,06,91,Biak Barat
09,06,91,Warsa
10,06,91,Padaido
11,06,91,Yendidori
12,06,91,Samofa
13,06,91,Yawosi
14,06,91,Andey
15,06,91,Swandiwe
16,06,91,Bruyadori
17,06,91,Orkeri
18,06,91,Poiru
19,06,91,Aimando Padaido
20,06,91,Oridek
21,06,91,Bondifuar
01,10,91,Sarmi
02,10,91,Tor Atas
03,10,91,Pantai Barat
04,10,91,Pantai Timur
05,10,91,Bonggo
09,10,91,Apawer Hulu
12,10,91,Sarmi Selatan
13,10,91,Sarmi Timur
14,10,91,Pantai Timur Bagian Barat
15,10,91,Bonggo Timur
01,11,91,Waris
02,11,91,Arso
03,11,91,Senggi
04,11,91,Web
05,11,91,Skanto
06,11,91,Arso Timur
07,11,91,Towe
08,11,91,Arso Barat
09,11,91,Mannem
10,11,91,Yaffi
11,11,91,Kaisenar
01,15,91,Waropen Bawah
03,15,91,Masirei
07,15,91,Risei Sayati
08,15,91,Urei Faisei
09,15,91,Inggerus
10,15,91,Kirihi
11,15,91,Oudate
12,15,91,Wapoga
13,15,91,Demba
14,15,91,Wonti
15,15,91,Soyoi Mambai
01,19,91,Supiori Selatan
02,19,91,Supiori Utara
03,19,91,Supiori Timur
04,19,91,Kepulauan Aruri
05,19,91,Supiori Barat
01,20,91,Mamberamo Tengah
02,20,91,Mamberamo Hulu
03,20,91,Rufaer
04,20,91,Mamberamo Tengah Timur
05,20,91,Mamberamo Hilir
06,20,91,Waropen Atas
07,20,91,Benuki
08,20,91,Sawai
01,71,91,Jayapura Utara
02,71,91,Jayapura Selatan
03,71,91,Abepura
04,71,91,Muara Tami
05,71,91,Heram
03,02,92,Warmare
04,02,92,Prafi
05,02,92,Masni
12,02,92,Manokwari Barat
13,02,92,Manokwari Timur
14,02,92,Manokwari Utara
15,02,92,Manokwari Selatan
17,02,92,Tanah Rubuh
21,02,92,Sidey
01,03,92,Fak-Fak (Fakfak)
02,03,92,Fak-Fak Barat (Fakfak Barat)
03,03,92,Fak-Fak Timur (Fakfak Timur)
04,03,92,Kokas
05,03,92,Fak-Fak Tengah (Fakfak Tengah)
06,03,92,Karas
07,03,92,Bomberay
08,03,92,Kramongmongga
09,03,92,Teluk Patipi
10,03,92,Pariwari
11,03,92,Wartutin
12,03,92,Fakfak Timur Tengah
13,03,92,Arguni
14,03,92,Mbahamdandara
15,03,92,Kayauni
16,03,92,Furwagi
17,03,92,Tomage
01,06,92,Bintuni
02,06,92,Merdey
03,06,92,Babo
04,06,92,Aranday
05,06,92,Moskona Selatan
06,06,92,Moskona Utara
07,06,92,Wamesa (Idoor)
08,06,92,Fafurwar (Irorutu)
09,06,92,Tembuni
10,06,92,Kuri
11,06,92,Manimeri
12,06,92,Tuhiba
13,06,92,Dataran Beimes
14,06,92,Sumuri (Simuri)
15,06,92,Kaitaro
16,06,92,Aroba
17,06,92,Masyeta
18,06,92,Biscoop
19,06,92,Tomu
20,06,92,Kamundan
21,06,92,Weriagar
22,06,92,Moskona Barat
23,06,92,Meyado (Mayado)
24,06,92,Moskona Timur
01,07,92,Wasior
02,07,92,Windesi
03,07,92,Teluk Duairi
04,07,92,Wondiboy
05,07,92,Wamesa
06,07,92,Rumberpon
07,07,92,Naikere
08,07,92,Rasiei
09,07,92,Kuri Wamesa
10,07,92,Roon
11,07,92,Roswar
12,07,92,Nikiwar
13,07,92,Soug Jaya
01,08,92,Kaimana
02,08,92,Buruway
03,08,92,Teluk Arguni Atas
04,08,92,Teluk Etna
05,08,92,Kambrau (Kambraw / Kamberau)
06,08,92,Teluk Arguni Bawah (Yerusi)
07,08,92,Yamor
01,11,92,Ransiki
02,11,92,Oransbari
03,11,92,Neney
04,11,92,Dataran Isim
05,11,92,Momi Waren
06,11,92,Tahota
01,12,92,Anggi
02,12,92,Anggi Gida
03,12,92,Membey
04,12,92,Sururey
05,12,92,Didohu
06,12,92,Taige
07,12,92,Catubouw
08,12,92,Testega
09,12,92,Minyambaouw
10,12,92,Hingk
01,01,93,Merauke
02,01,93,Muting
03,01,93,Okaba
04,01,93,Kimaam
05,01,93,Semangga
06,01,93,Tanah Miring
07,01,93,Jagebob
08,01,93,Sota
09,01,93,Ulilin
10,01,93,Elikobal
11,01,93,Kurik
12,01,93,Naukenjerai
13,01,93,Animha
14,01,93,Malind
15,01,93,Tubang
16,01,93,Ngguti
17,01,93,Kaptel
18,01,93,Tabonji
19,01,93,Waan
20,01,93,Ilwayab (Ilyawab)
21,01,93,Padua
22,01,93,Kontuar
01,02,93,Mandobo
02,02,93,Mindiptana
03,02,93,Waropko
04,02,93,Kouh
05,02,93,Jair
06,02,93,Bomakia
07,02,93,Kombut
08,02,93,Iniyandit
09,02,93,Arimop
10,02,93,Fofi
11,02,93,Ambatkwi (Ambatkui)
12,02,93,Manggelum
13,02,93,Firiwage
14,02,93,Yaniruma
15,02,93,Subur
16,02,93,Kombay
17,02,93,Ninati
18,02,93,Sesnuk
19,02,93,Ki
20,02,93,Kawagit
01,03,93,Obaa
02,03,93,Mambioman Bapai
03,03,93,Citak-Mitak (Citakmitak)
04,03,93,Edera
05,03,93,Haju
06,03,93,Assue
07,03,93,Kaibar
08,03,93,Passue
09,03,93,Minyamur
10,03,93,Venaha
11,03,93,Syahcame
12,03,93,Yakomi
13,03,93,Bamgi
14,03,93,Passue Bawah
15,03,93,Ti Zain
01,04,93,Agats
02,04,93,Atsj (Atsy)
03,04,93,Sawa Erma
04,04,93,Akat
05,04,93,Fayit
06,04,93,Pantai Kasuari
07,04,93,Suator
08,04,93,Suru-suru
09,04,93,Kolf Braza
10,04,93,Unir Sirau
11,04,93,Joerat
12,04,93,Pulau Tiga
13,04,93,Jetsy
14,04,93,Der Koumur
15,04,93,Kopay
16,04,93,Safan
17,04,93,Sirets
18,04,93,Ayip
19,04,93,Betcbamu
20,04,93,Joutu
21,04,93,Aswi
22,04,93,Awyu
23,04,93,Koroway Buluanop
24,04,93,Tomor Birip
25,04,93,Sor Ep
01,01,94,Nabire
02,01,94,Napan
03,01,94,Yaur
04,01,94,Uwapa
05,01,94,Wanggar
06,01,94,Siriwo
07,01,94,Makimi
08,01,94,Teluk Umar
09,01,94,Teluk Kimi
10,01,94,Yaro
11,01,94,Wapoga
12,01,94,Nabire Barat
13,01,94,Moora
14,01,94,Dipa
15,01,94,Menou
01,02,94,Mulia
02,02,94,Ilu
03,02,94,Fawi
04,02,94,Mewoluk
05,02,94,Yamo
06,02,94,Nume
07,02,94,Torere
08,02,94,Tingginambut
09,02,94,Pagaleme
10,02,94,Gurage
11,02,94,Irimuli
12,02,94,Muara
13,02,94,Ilamburawi
14,02,94,Yambi
15,02,94,Lumo
16,02,94,Molanikime
17,02,94,Dokome
18,02,94,Kalome
19,02,94,Wanwi
20,02,94,Yamoneri
21,02,94,Waegi
22,02,94,Nioga
23,02,94,Gubume
24,02,94,Taganombak
25,02,94,Dagai
26,02,94,Kiyage
01,03,94,Paniai Timur
02,03,94,Paniai Barat
03,03,94,Aradide
04,03,94,Bogabaida
05,03,94,Bibida
06,03,94,Dumadama
07,03,94,Siriwo
08,03,94,Kebo
09,03,94,Yatamo
10,03,94,Ekadide
11,03,94,Wegee Muka
12,03,94,Wegee Bino
13,03,94,Pugo Dagi
14,03,94,Muye
15,03,94,Nakama
16,03,94,Teluk Deya
17,03,94,Yagai
18,03,94,Youtadi
19,03,94,Baya Biru
20,03,94,Deiyai Miyo
21,03,94,Dogomo
22,03,94,Aweida
23,03,94,Topiyai
24,03,94,Fajar Timur
01,04,94,Mimika Baru
02,04,94,Agimuga
03,04,94,Mimika Timur
04,04,94,Mimika Barat
05,04,94,Jita
06,04,94,Jila
07,04,94,Mimika Timur Jauh
08,04,94,Mimika Tengah
09,04,94,Kuala Kencana
10,04,94,Tembagapura
11,04,94,Mimika Barat Jauh
12,04,94,Mimika Barat Tengah
13,04,94,Kwamki Narama
14,04,94,Hoya
15,04,94,Iwaka
16,04,94,Wania
17,04,94,Amar
18,04,94,Alama
01,05,94,Ilaga
02,05,94,Wangbe
03,05,94,Beoga
04,05,94,Doufo
05,05,94,Pogoma
06,05,94,Sinak
07,05,94,Agandugume
08,05,94,Gome
09,05,94,Dervos
10,05,94,Beoga Barat
11,05,94,Beoga Timur
12,05,94,Ogamanim
13,05,94,Kembru
14,05,94,Bina
15,05,94,Sinak Barat
16,05,94,Mage'abume
17,05,94,Yugumuak
18,05,94,Ilaga Utara
19,05,94,Mabugi
20,05,94,Omukia
21,05,94,Lambewi
22,05,94,Oneri
23,05,94,Amungkalpia
24,05,94,Gome Utara
25,05,94,Erelmakawia
01,06,94,Kamu
02,06,94,Mapia
03,06,94,Piyaiye
04,06,94,Kamu Utara
05,06,94,Sukikai Selatan
06,06,94,Mapia Barat
07,06,94,Kamu Selatan
08,06,94,Kamu Timur
09,06,94,Mapia Tengah
10,06,94,Dogiyai
01,07,94,Sugapa
02,07,94,Homeyo
03,07,94,Wandai
04,07,94,Biandoga
05,07,94,Agisiga
06,07,94,Hitadipa
07,07,94,Ugimba
08,07,94,Tomosiga
01,08,94,Tigi
02,08,94,Tigi Timur
03,08,94,Bowobado
04,08,94,Tigi Barat
05,08,94,Kapiraya
01,01,95,Wamena
02,01,95,Kurulu
03,01,95,Asologaima
04,01,95,Hubikosi
05,01,95,Bolakme
06,01,95,Walelagama
07,01,95,Musatfak
08,01,95,Wolo
09,01,95,Asolokobal
10,01,95,Pelebaga
11,01,95,Yalengga
12,01,95,Trikora
13,01,95,Napua
14,01,95,Walaik
15,01,95,Wouma
16,01,95,Hubikiak
17,01,95,Ibele
18,01,95,Taelarek
19,01,95,Itlay Hisage
20,01,95,Siepkosi
21,01,95,Usilimo
22,01,95,Wita Waya
23,01,95,Libarek
24,01,95,Wadangku
25,01,95,Pisugi
26,01,95,Koragi
27,01,95,Tagime
28,01,95,Molagalome
29,01,95,Tagineri
30,01,95,Silo Karno Doga
31,01,95,Piramid
32,01,95,Muliama
33,01,95,Bugi
34,01,95,Bpiri
35,01,95,Welesi
36,01,95,Asotipo
37,01,95,Maima
38,01,95,Popugoba
39,01,95,Wame
40,01,95,Wesaput
01,02,95,Oksibil
02,02,95,Kiwirok
03,02,95,Okbibab
04,02,95,Iwur
05,02,95,Batom
06,02,95,Borme
07,02,95,Kiwirok Timur
08,02,95,Aboy
09,02,95,Pepera
10,02,95,Bime
11,02,95,Alemsom
12,02,95,Okbape
13,02,95,Kalomdol
14,02,95,Oksop
15,02,95,Serambakon
16,02,95,Ok Aom
17,02,95,Kawor
18,02,95,Awinbon
19,02,95,Tarup
20,02,95,Okhika
21,02,95,Oksamol
22,02,95,Oklip
23,02,95,Okbemtau
24,02,95,Oksebang
25,02,95,Okbab
26,02,95,Batani
27,02,95,Weime
28,02,95,Murkim
29,02,95,Mofinop
30,02,95,Jetfa
31,02,95,Teiraplu
32,02,95,Eipumek
33,02,95,Pamek
34,02,95,Nongme
01,03,95,Kurima
02,03,95,Anggruk
03,03,95,Ninia
04,03,95,Silimo
05,03,95,Samenage
06,03,95,Nalca
07,03,95,Dekai
08,03,95,Obio
09,03,95,Suru Suru
10,03,95,Wusama
11,03,95,Amuma
12,03,95,Musaik
13,03,95,Pasema
14,03,95,Hogio
15,03,95,Mugi
16,03,95,Soba
17,03,95,Werima
18,03,95,Tangma
19,03,95,Ukha
20,03,95,Panggema
21,03,95,Kosarek
22,03,95,Nipsan
23,03,95,Ubahak
24,03,95,Pronggoli
25,03,95,Walma
26,03,95,Yahuliambut
27,03,95,Hereapini
28,03,95,Ubalihi
29,03,95,Talambo
30,03,95,Puldama
31,03,95,Endomen
32,03,95,Kona
33,03,95,Dirwemna
34,03,95,Holuwon
35,03,95,Lolat
36,03,95,Soloikma
37,03,95,Sela
38,03,95,Korupun
39,03,95,Langda
40,03,95,Bomela
41,03,95,Suntamon
42,03,95,Seradala
43,03,95,Sobaham
44,03,95,Kabianggama
45,03,95,Kwelamdua
46,03,95,Kwikma
47,03,95,Hilipuk
48,03,95,Duram
49,03,95,Yogosem
50,03,95,Kayo
51,03,95,Sumo
01,04,95,Karubaga
02,04,95,Bokondini
03,04,95,Kanggime
04,04,95,Kembu
05,04,95,Goyage
06,04,95,Wunim
07,04,95,Wina
08,04,95,Umagi
09,04,95,Panaga
10,04,95,Woniki
11,04,95,Kubu
12,04,95,Konda/ Kondaga
13,04,95,Nelawi
14,04,95,Kuari
15,04,95,Bokoneri
16,04,95,Bewani
17,04,95,Nabunage
18,04,95,Gilubandu
19,04,95,Nunggawi
20,04,95,Gundagi
21,04,95,Numba
22,04,95,Timori
23,04,95,Dundu
24,04,95,Geya
25,04,95,Egiam
26,04,95,Poganeri
27,04,95,Kamboneri
28,04,95,Airgaram
29,04,95,Wari/Taiyeve II
30,04,95,Dow
31,04,95,Tagineri
32,04,95,Yuneri
33,04,95,Wakuwo
34,04,95,Gika
35,04,95,Telenggeme
36,04,95,Anawi
37,04,95,Wenam
38,04,95,Wugi
39,04,95,Danime
40,04,95,Tagime
41,04,95,Kai
42,04,95,Aweku
43,04,95,Bogonuk
44,04,95,Li Anogomma
45,04,95,Biuk
46,04,95,Yuko
01,05,95,Kobakma
02,05,95,Kelila
03,05,95,Eragayam
04,05,95,Megambilis
05,05,95,Ilugwa
01,06,95,Elelim
02,06,95,Apalapsili
03,06,95,Abenaho
04,06,95,Benawa
05,06,95,Welarek
01,07,95,Tiom
02,07,95,Pirime
03,07,95,Makki
04,07,95,Gamelia
05,07,95,Dimba
06,07,95,Melagineri
07,07,95,Balingga
08,07,95,Tiomneri
09,07,95,Kuyawage
10,07,95,Poga
11,07,95,Niname
12,07,95,Nogi
13,07,95,Yiginua
14,07,95,Tiom Ollo
15,07,95,Yugungwi
16,07,95,Mokoni
17,07,95,Wereka
18,07,95,Milimbo
19,07,95,Wiringgambut
20,07,95,Gollo
21,07,95,Awina
22,07,95,Ayumnati
23,07,95,Wano Barat
24,07,95,Goa Balim
25,07,95,Bruwa
26,07,95,Balingga Barat
27,07,95,Gupura
28,07,95,Kolawa
29,07,95,Gelok Beam
30,07,95,Kuly Lanny
31,07,95,Lannyna
32,07,95,Karu
33,07,95,Yiluk
34,07,95,Guna
35,07,95,Kelulome
36,07,95,Nikogwe
37,07,95,Muara
38,07,95,Buguk Gona
39,07,95,Melagi
01,08,95,Kenyam
02,08,95,Mapenduma
03,08,95,Yigi
04,08,95,Wosak
05,08,95,Geselma
06,08,95,Mugi
07,08,95,Mbuwa
08,08,95,Gearek
09,08,95,Koroptak
10,08,95,Kegayem
11,08,95,Paro
12,08,95,Mebarok
13,08,95,Yenggelo
14,08,95,Kilmid
15,08,95,Alama
16,08,95,Yal
17,08,95,Mam
18,08,95,Dal
19,08,95,Nirkuri
20,08,95,Inikgal
21,08,95,Iniye
22,08,95,Mbulmu Yalma
23,08,95,Mbua Tengah
24,08,95,Embetpen
25,08,95,Kora
26,08,95,Wusi
27,08,95,Pija
28,08,95,Moba
29,08,95,Wutpaga
30,08,95,Nenggeagin
31,08,95,Krepkuri
32,08,95,Pasir Putih
01,01,96,Makbon
04,01,96,Beraur
05,01,96,Salawati
06,01,96,Seget
07,01,96,Aimas
08,01,96,Klamono
10,01,96,Sayosa
12,01,96,Segun
13,01,96,Mayamuk
14,01,96,Salawati Selatan
17,01,96,Klabot
18,01,96,Klawak
20,01,96,Maudus
39,01,96,Mariat
40,01,96,Klayili
41,01,96,Klaso
42,01,96,Moisegen
43,01,96,Sorong
44,01,96,Bagun
45,01,96,Wemak
46,01,96,Sunook
47,01,96,Buk
48,01,96,Saengkeduk
49,01,96,Malabotom
50,01,96,Konhir
51,01,96,Klasafet
52,01,96,Hobard
53,01,96,Salawati Tengah
54,01,96,Botain
55,01,96,Sayosa Timur
01,04,96,Teminabuan
04,04,96,Inanwatan
06,04,96,Sawiat
09,04,96,Kokoda
10,04,96,Moswaren
11,04,96,Seremuk
12,04,96,Wayer
14,04,96,Kais
15,04,96,Konda
20,04,96,Matemani
21,04,96,Kokoda Utara
22,04,96,Saifi
24,04,96,Fokour
25,04,96,Salkma
26,04,96,Kais Darat
01,05,96,Misool (Misool Utara)
02,05,96,Waigeo Utara
03,05,96,Waigeo Selatan
04,05,96,Salawati Utara
05,05,96,Kepulauan Ayau
06,05,96,Misool Timur
07,05,96,Waigeo Barat
08,05,96,Waigeo Timur
09,05,96,Teluk Mayalibit
10,05,96,Kofiau
11,05,96,Meos Mansar
13,05,96,Misool Selatan
14,05,96,Warwarbomi
15,05,96,Waigeo Barat Kepulauan
16,05,96,Misool Barat
17,05,96,Kepulauan Sembilan
18,05,96,Kota Waisai
19,05,96,Tiplol Mayalibit
20,05,96,Batanta Utara
21,05,96,Salawati Barat
22,05,96,Salawati Tengah
23,05,96,Supnin
24,05,96,Ayau
25,05,96,Batanta Selatan
01,09,96,Fef
02,09,96,Miyah
03,09,96,Yembun
04,09,96,Kwoor
05,09,96,Sausapor
06,09,96,Abun
07,09,96,Syujak
08,09,96,Moraid
09,09,96,Kebar
10,09,96,Amberbaken
11,09,96,Senopi
12,09,96,Mubrani
13,09,96,Bikar
14,09,96,Bamusbama
15,09,96,Ases
16,09,96,Miyah Selatan
17,09,96,Ireres
18,09,96,Tobouw
19,09,96,Wilhem Roumbouts
20,09,96,Tinggouw
21,09,96,Kwesefo
22,09,96,Mawabuan
23,09,96,Kebar Timur
24,09,96,Kebar Selatan
25,09,96,Manekar
26,09,96,Mpur
27,09,96,Amberbaken Barat
28,09,96,Kasi
29,09,96,Selemkai
01,10,96,Aifat
02,10,96,Aifat Utara
03,10,96,Aifat Timur
04,10,96,Aifat Selatan
05,10,96,Aitinyo Barat
06,10,96,Aitinyo
07,10,96,Aitinyo Utara
08,10,96,Ayamaru
09,10,96,Ayamaru Utara
10,10,96,Ayamaru Timur
11,10,96,Mare
12,10,96,Aifat Timur Tengah
13,10,96,Aifat Timur Jauh
14,10,96,Aifat Timur Selatan
15,10,96,Ayamaru Selatan
16,10,96,Ayamaru Jaya
17,10,96,Ayamaru Selatan Jaya
18,10,96,Ayamaru Timur Selatan
19,10,96,Ayamaru Utara Timur
20,10,96,Ayamaru Tengah
21,10,96,Ayamaru Barat
22,10,96,Aitinyo Tengah
23,10,96,Aitinyo Raya
24,10,96,Mare Selatan
01,71,96,Sorong
02,71,96,Sorong Timur
03,71,96,Sorong Barat
04,71,96,Sorong Kepulauan
05,71,96,Sorong Utara
06,71,96,Sorong Manoi
07,71,96,Sorong Kota
08,71,96,Klaurung
09,71,96,Malaimsimsa
10,71,96,Maladum Mes
